frequency_hz,amplitude
0.000000000000000000e+00,1.496923532822197651e-02
1.000000000000000056e-01,5.589803476098810509e-02
2.000000000000000111e-01,6.520575307190389081e-02
3.000000000000000444e-01,1.124922465960324636e-01
4.000000000000000222e-01,9.568236356114288854e-02
5.000000000000000000e-01,1.237816867283453165e-01
6.000000000000000888e-01,1.421877693155493838e-01
7.000000000000000666e-01,9.692165190739157610e-02
8.000000000000000444e-01,6.781656292461544187e-03
9.000000000000000222e-01,4.604673032671407346e-02
1.000000000000000000e+00,5.799305342465228830e-02
1.100000000000000089e+00,2.976747401643130980e-02
1.200000000000000178e+00,9.455052967065584457e-02
1.300000000000000044e+00,1.435450946610593581e-01
1.400000000000000133e+00,1.425234887019385110e-01
1.500000000000000000e+00,8.523698688073719221e-02
1.600000000000000089e+00,1.676353639626132208e-01
1.700000000000000178e+00,1.712717697357855895e-01
1.800000000000000044e+00,1.288902934473448725e-01
1.900000000000000133e+00,3.408126891396679597e-02
2.000000000000000000e+00,5.819918076582979855e-02
2.100000000000000089e+00,4.067315172311533611e-02
2.200000000000000178e+00,5.548993042811340565e-02
2.300000000000000266e+00,1.246315928257655664e-01
2.400000000000000355e+00,9.405335744596195202e-02
2.500000000000000000e+00,2.488255654223478844e-02
2.600000000000000089e+00,3.429887317366956540e-02
2.700000000000000178e+00,4.967358662501733524e-02
2.800000000000000266e+00,8.940687531066310312e-02
2.900000000000000355e+00,7.643201874598472279e-02
3.000000000000000000e+00,6.843541366647298840e-02
3.100000000000000089e+00,8.668806010958228503e-02
3.200000000000000178e+00,1.452853238018109450e-01
3.300000000000000266e+00,7.948188163263883443e-02
3.400000000000000355e+00,4.814679153891399804e-02
3.500000000000000000e+00,9.338572192092463309e-02
3.600000000000000089e+00,1.370709604588500052e-01
3.700000000000000178e+00,1.387903318518052542e-01
3.800000000000000266e+00,1.301239888185354854e-01
3.900000000000000355e+00,1.202749032082296582e-01
4.000000000000000000e+00,1.526130178247690761e-01
4.100000000000000533e+00,2.077209958292212111e-01
4.200000000000000178e+00,1.965919128023202178e-01
4.299999999999999822e+00,1.057447922843172822e-01
4.400000000000000355e+00,6.132863504507755914e-02
4.500000000000000000e+00,1.323854238707784237e-01
4.600000000000000533e+00,1.268098147546730947e-01
4.700000000000000178e+00,2.837640233608613310e-02
4.800000000000000711e+00,8.117014433088827474e-02
4.900000000000000355e+00,1.425006173839431511e-01
5.000000000000000000e+00,9.722318904739309098e-02
5.100000000000000533e+00,2.430566381230723008e-02
5.200000000000000178e+00,8.182963160391344692e-02
5.300000000000000711e+00,3.573624097250035353e-02
5.400000000000000355e+00,4.099830161422737124e-02
5.500000000000000000e+00,6.528958501000443893e-03
5.600000000000000533e+00,4.765724638642733491e-02
5.700000000000000178e+00,1.097592517575403936e-01
5.800000000000000711e+00,6.914306890485701074e-02
5.900000000000000355e+00,3.224155132788388695e-02
6.000000000000000000e+00,1.364574984034372662e-01
6.100000000000000533e+00,1.739906826816028651e-01
6.200000000000000178e+00,1.320501292914827707e-01
6.300000000000000711e+00,6.897826423463682133e-02
6.400000000000000355e+00,3.898594521691398085e-02
6.500000000000000000e+00,5.938238707535117844e-02
6.600000000000000533e+00,9.711926037402582312e-02
6.700000000000000178e+00,8.346707817839067733e-02
6.800000000000000711e+00,7.497237063343994978e-02
6.900000000000000355e+00,6.374540794880682870e-02
7.000000000000000000e+00,7.536404032689641985e-02
7.100000000000000533e+00,1.586055770596854764e-01
7.200000000000000178e+00,1.433530317747286065e-01
7.300000000000000711e+00,5.436052868589805187e-02
7.400000000000000355e+00,1.376521184518179897e-01
7.500000000000000000e+00,1.299852131576622605e-01
7.600000000000000533e+00,1.257669645834118000e-01
7.700000000000000178e+00,1.383792447203962550e-01
7.800000000000000711e+00,8.074457103422734428e-02
7.900000000000000355e+00,1.362483617137353609e-01
8.000000000000000000e+00,1.500368734722886122e-01
8.099999999999999645e+00,6.830421878913875422e-02
8.200000000000001066e+00,1.330358617570195356e-01
8.300000000000000711e+00,1.040434339498064326e-01
8.400000000000000355e+00,3.469000720898096635e-02
8.500000000000000000e+00,1.018587882047256449e-01
8.599999999999999645e+00,1.724976931196828822e-01
8.700000000000001066e+00,1.427236085550684930e-01
8.800000000000000711e+00,5.644742792457454333e-02
8.900000000000000355e+00,9.884633609415778566e-02
9.000000000000000000e+00,1.025347376196451415e-01
9.099999999999999645e+00,8.795776741840376223e-02
9.200000000000001066e+00,7.304385248037228995e-02
9.300000000000000711e+00,4.918905454626603529e-02
9.400000000000000355e+00,7.555848977137231970e-02
9.500000000000000000e+00,7.236950137548717188e-02
9.600000000000001421e+00,3.419883088409984839e-02
9.700000000000001066e+00,4.972779143271754271e-02
9.800000000000000711e+00,9.730005170742704601e-02
