frequency_hz,amplitude
0.000000000000000000e+00,4.179943590325312791e-02
1.000000000000000056e-01,9.634078562291385761e-02
2.000000000000000111e-01,3.255085736408189212e-02
3.000000000000000444e-01,2.203986802791986221e-01
4.000000000000000222e-01,2.591577381518387901e-01
5.000000000000000000e-01,1.281653570844227541e-01
6.000000000000000888e-01,8.742887119665254669e-02
7.000000000000000666e-01,4.890235889875026165e-02
8.000000000000000444e-01,1.016665376646349039e-01
9.000000000000000222e-01,1.403390507960345923e-01
1.000000000000000000e+00,1.331333856564859419e-01
1.100000000000000089e+00,1.587955789292389355e-02
1.200000000000000178e+00,5.265607460020004654e-02
1.300000000000000044e+00,4.494596538500975806e-04
1.400000000000000133e+00,8.221856981889577934e-03
1.500000000000000000e+00,5.579348796757357259e-02
1.600000000000000089e+00,9.173452006442606166e-02
1.700000000000000178e+00,1.230882834225923983e-01
1.800000000000000044e+00,1.092928455313107311e-01
1.900000000000000133e+00,4.622542742593893639e-02
2.000000000000000000e+00,3.081215613971190204e-02
2.100000000000000089e+00,7.536305569181424302e-02
2.200000000000000178e+00,1.577475310855106783e-01
2.300000000000000266e+00,8.597436709780695296e-02
2.400000000000000355e+00,3.264269098335715463e-02
2.500000000000000000e+00,1.275989942539170752e-01
2.600000000000000089e+00,1.739894149413872271e-01
2.700000000000000178e+00,1.806523789157683524e-01
2.800000000000000266e+00,2.163307129060025313e-01
2.900000000000000355e+00,1.200490842002832209e-01
3.000000000000000000e+00,3.211422827336685160e-02
3.100000000000000089e+00,8.253862614970131073e-02
3.200000000000000178e+00,1.329266463658701769e-01
3.300000000000000266e+00,9.578396077423563526e-02
3.400000000000000355e+00,6.027386030251895982e-02
3.500000000000000000e+00,7.802113945575120391e-02
3.600000000000000089e+00,9.500615905230760938e-02
3.700000000000000178e+00,1.265654654198240525e-01
3.800000000000000266e+00,1.559518058476946356e-01
3.900000000000000355e+00,1.719819840761549756e-01
4.000000000000000000e+00,7.775411694410554186e-02
4.100000000000000533e+00,3.118696884101213040e-02
4.200000000000000178e+00,3.153299151280053447e-02
4.299999999999999822e+00,2.250978051500045207e-02
4.400000000000000355e+00,3.437185903264459302e-02
4.500000000000000000e+00,7.504459326943442588e-02
4.600000000000000533e+00,1.343307713354994493e-01
4.700000000000000178e+00,6.421661667103738258e-02
4.800000000000000711e+00,1.400555389101251595e-02
4.900000000000000355e+00,6.184653824372755848e-02
5.000000000000000000e+00,1.132731934039887256e-01
5.100000000000000533e+00,1.108281678955519295e-01
5.200000000000000178e+00,9.586075032312318944e-02
5.300000000000000711e+00,1.143875537429806660e-01
5.400000000000000355e+00,1.823689707746154465e-01
5.500000000000000000e+00,9.929585325751236202e-02
5.600000000000000533e+00,9.123229182346719035e-02
5.700000000000000178e+00,7.440932355264599785e-02
5.800000000000000711e+00,4.131221502944858182e-02
5.900000000000000355e+00,6.117231004889715773e-02
6.000000000000000000e+00,5.245890241938638149e-02
6.100000000000000533e+00,9.775370430931223931e-02
6.200000000000000178e+00,1.196301862460671384e-01
6.300000000000000711e+00,4.907797117895797145e-02
6.400000000000000355e+00,1.006058350654649713e-01
6.500000000000000000e+00,1.173911750452187319e-01
6.600000000000000533e+00,1.325925627652585481e-01
6.700000000000000178e+00,1.324554661624196272e-01
6.800000000000000711e+00,1.703602665463253563e-01
6.900000000000000355e+00,2.116767068993744838e-01
7.000000000000000000e+00,2.533948746485881198e-01
7.100000000000000533e+00,1.658460089786195080e-01
7.200000000000000178e+00,2.626427188722557302e-02
7.300000000000000711e+00,9.443014400915035467e-02
7.400000000000000355e+00,4.940441092034813381e-02
7.500000000000000000e+00,2.797188844514708964e-02
7.600000000000000533e+00,4.565477013095815134e-02
7.700000000000000178e+00,7.843603385644198900e-02
7.800000000000000711e+00,7.816805299901549708e-02
7.900000000000000355e+00,4.881923664171973487e-02
8.000000000000000000e+00,7.805105563580400085e-02
8.099999999999999645e+00,9.581894831335634188e-02
8.200000000000001066e+00,7.674134942939962734e-02
8.300000000000000711e+00,1.690064646470790799e-01
8.400000000000000355e+00,1.408836772981151286e-01
8.500000000000000000e+00,6.867907126000320772e-02
8.599999999999999645e+00,1.132805494280311326e-01
8.700000000000001066e+00,3.928789415191238227e-02
8.800000000000000711e+00,6.595895641168895984e-02
8.900000000000000355e+00,8.455685367278686915e-02
9.000000000000000000e+00,1.114311503994473845e-01
9.099999999999999645e+00,3.460991598531418245e-02
9.200000000000001066e+00,6.817139547039680059e-02
9.300000000000000711e+00,6.325904071113636062e-02
9.400000000000000355e+00,4.475052290412310368e-02
9.500000000000000000e+00,1.290060603468901335e-01
9.600000000000001421e+00,1.648759766269682070e-01
9.700000000000001066e+00,1.174090861190757173e-01
9.800000000000000711e+00,1.039281768171264470e-01
9.900000000000000355e+00,7.422643203443464455e-02
1.000000000000000000e+01,2.093114810817818874e-02
1.010000000000000142e+01,1.093239343008705483e-01
1.020000000000000107e+01,1.634810825212007768e-01
1.030000000000000071e+01,1.384520300713400764e-01
1.040000000000000036e+01,1.585797734426818706e-01
1.050000000000000000e+01,7.087538714535464301e-02
1.060000000000000142e+01,1.687683204259124992e-01
1.070000000000000107e+01,1.224896224334116046e-01
1.080000000000000071e+01,2.228595928467688031e-02
1.090000000000000036e+01,3.776968144834248753e-02
1.100000000000000000e+01,5.046707531133956537e-02
1.110000000000000142e+01,8.671720032705455827e-02
1.120000000000000107e+01,1.461303536645426893e-01
1.130000000000000071e+01,1.306495370934434574e-01
1.140000000000000036e+01,7.459298695635344090e-02
1.150000000000000000e+01,5.962624717307943301e-02
1.160000000000000142e+01,5.948055958104254276e-02
1.170000000000000107e+01,8.047237431341121294e-02
1.180000000000000071e+01,7.507886442447182784e-02
1.190000000000000036e+01,6.313407612685441317e-02
1.200000000000000000e+01,5.785186611215561991e-02
1.210000000000000142e+01,1.054104758161180100e-01
1.220000000000000107e+01,1.225601003467409883e-01
1.230000000000000071e+01,1.086645958732695011e-01
1.240000000000000036e+01,1.804727225453786055e-01
1.250000000000000000e+01,1.696437329714619857e-01
1.260000000000000142e+01,9.120360670594868102e-02
1.270000000000000107e+01,4.004897987333234238e-02
1.280000000000000071e+01,6.000862189007433872e-02
1.290000000000000036e+01,7.867972069006981539e-02
1.300000000000000000e+01,4.630558038974073171e-02
1.310000000000000142e+01,9.314847427076347608e-02
1.320000000000000107e+01,1.735482846419848790e-01
1.330000000000000071e+01,1.270400984368661723e-01
1.340000000000000036e+01,3.069938666671028632e-02
1.350000000000000000e+01,1.575732342866081603e-01
1.360000000000000142e+01,1.550302081322000869e-01
1.370000000000000107e+01,1.770222053261915063e-01
1.380000000000000071e+01,8.666081702309558210e-02
1.390000000000000036e+01,3.082117538922906144e-02
1.400000000000000000e+01,6.715284098702546667e-02
1.410000000000000142e+01,8.186087907920842899e-02
1.420000000000000107e+01,7.822884915537124673e-02
1.430000000000000071e+01,8.129325688448683918e-02
1.440000000000000036e+01,9.518610419487183449e-02
1.450000000000000000e+01,7.167845441438000509e-02
1.460000000000000142e+01,1.517174172546633115e-01
1.470000000000000107e+01,2.013572075266030492e-01
1.480000000000000071e+01,5.278225343838550965e-02
1.490000000000000036e+01,1.389123540219097397e-01
1.500000000000000000e+01,1.570237301201518054e-01
1.510000000000000142e+01,5.305963974512097059e-02
1.520000000000000107e+01,4.183432423546335627e-02
1.530000000000000071e+01,4.883000137463611168e-02
1.540000000000000036e+01,1.874662798971687694e-01
1.550000000000000000e+01,1.851315483845243637e-01
1.560000000000000142e+01,1.567655253749248440e-02
1.570000000000000107e+01,9.993348809707740255e-02
1.580000000000000071e+01,3.167487290362402952e-02
1.590000000000000036e+01,7.244295223704852460e-02
