frequency_hz,amplitude
0.000000000000000000e+00,5.781671745014729108e-03
1.000000000000000056e-01,1.205563135113636164e-01
2.000000000000000111e-01,1.442418340000579946e-01
3.000000000000000444e-01,1.068766508572924906e-01
4.000000000000000222e-01,9.909758203068759486e-02
5.000000000000000000e-01,7.960370436242046599e-02
6.000000000000000888e-01,8.721784754073923229e-02
7.000000000000000666e-01,7.422106990815423300e-02
8.000000000000000444e-01,2.754230786063818770e-02
9.000000000000000222e-01,9.600635612523829299e-02
1.000000000000000000e+00,1.372222230900722317e-01
1.100000000000000089e+00,9.012609085362020822e-02
1.200000000000000178e+00,1.451091667539765873e-01
1.300000000000000044e+00,1.246484464180991486e-01
1.400000000000000133e+00,1.630665835701540778e-01
1.500000000000000000e+00,1.809136825733715648e-01
1.600000000000000089e+00,9.628675512259256275e-02
1.700000000000000178e+00,6.413913391496844918e-02
1.800000000000000044e+00,7.792378364793352274e-02
1.900000000000000133e+00,1.473351708094650658e-01
2.000000000000000000e+00,1.117878043520850601e-01
2.100000000000000089e+00,9.936583902925474887e-02
2.200000000000000178e+00,1.324093391317294477e-01
2.300000000000000266e+00,1.059259273946568658e-01
2.400000000000000355e+00,6.772075219881211472e-02
2.500000000000000000e+00,1.049551474620227624e-02
2.600000000000000089e+00,6.648536529762559544e-02
2.700000000000000178e+00,1.120412588504968027e-01
2.800000000000000266e+00,1.015703286718558085e-01
2.900000000000000355e+00,4.479582450487492457e-02
3.000000000000000000e+00,6.564816789877897518e-02
3.100000000000000089e+00,3.697056080744647727e-02
3.200000000000000178e+00,1.075692398982299597e-01
3.300000000000000266e+00,1.024972569638066267e-01
3.400000000000000355e+00,1.219069121374895814e-01
3.500000000000000000e+00,9.674302461135285414e-02
3.600000000000000089e+00,3.682405582729467251e-03
3.700000000000000178e+00,3.190788778473535592e-02
3.800000000000000266e+00,2.730694258170367900e-02
3.900000000000000355e+00,7.028522377389896658e-02
4.000000000000000000e+00,1.075188155123239647e-01
4.100000000000000533e+00,6.915306927746368848e-02
4.200000000000000178e+00,1.382388929230258245e-01
4.299999999999999822e+00,1.865957272379247245e-01
4.400000000000000355e+00,1.361593374988408767e-01
4.500000000000000000e+00,1.047016867985042926e-01
4.600000000000000533e+00,8.826256759653207384e-02
4.700000000000000178e+00,1.201404667143000649e-01
4.800000000000000711e+00,1.194720083438094577e-01
4.900000000000000355e+00,7.251994525111110645e-02
5.000000000000000000e+00,2.710213065384180567e-02
5.100000000000000533e+00,1.061256563401512532e-01
5.200000000000000178e+00,1.475211004775282553e-01
5.300000000000000711e+00,1.004076903582352548e-01
5.400000000000000355e+00,5.593847256228904469e-02
5.500000000000000000e+00,1.469183784313991825e-01
5.600000000000000533e+00,1.977161366219093441e-01
5.700000000000000178e+00,1.309353764358250349e-01
5.800000000000000711e+00,2.773636363584919967e-02
5.900000000000000355e+00,1.275366835089838113e-01
6.000000000000000000e+00,1.643209442010627741e-01
6.100000000000000533e+00,9.333960962903957437e-02
6.200000000000000178e+00,3.396210356903809485e-02
6.300000000000000711e+00,8.871829642154585582e-02
6.400000000000000355e+00,1.228765151820850332e-01
6.500000000000000000e+00,1.127473078652310168e-01
6.600000000000000533e+00,9.616659954291859047e-02
6.700000000000000178e+00,4.609994824791832646e-02
6.800000000000000711e+00,6.805728657596842035e-02
6.900000000000000355e+00,3.018278151113455363e-02
7.000000000000000000e+00,5.160879402940655308e-02
7.100000000000000533e+00,5.307506700507479136e-02
7.200000000000000178e+00,3.034775102080021839e-02
7.300000000000000711e+00,5.336564768032890649e-02
7.400000000000000355e+00,7.560578251655072912e-02
7.500000000000000000e+00,3.856293094035787711e-02
7.600000000000000533e+00,2.985828909467041353e-02
7.700000000000000178e+00,9.298246748958664820e-02
7.800000000000000711e+00,1.721352285243465396e-01
7.900000000000000355e+00,1.896998574528840076e-01
8.000000000000000000e+00,1.120375194765656501e-01
8.099999999999999645e+00,6.323449748980185248e-02
8.200000000000001066e+00,7.514275266598487157e-02
8.300000000000000711e+00,5.769021659336205643e-02
8.400000000000000355e+00,8.452853800125577355e-02
8.500000000000000000e+00,3.376773821275080856e-02
