frequency_hz,amplitude
0.000000000000000000e+00,4.766780339947203349e-02
1.000000000000000056e-01,1.648657400380383886e-01
2.000000000000000111e-01,1.736530274142945585e-01
3.000000000000000444e-01,9.124234694002973656e-02
4.000000000000000222e-01,1.161763987319368308e-01
5.000000000000000000e-01,6.185288752145427782e-02
6.000000000000000888e-01,3.529539398011308921e-02
7.000000000000000666e-01,6.302947111903535460e-02
8.000000000000000444e-01,6.187137047656580957e-02
9.000000000000000222e-01,9.784156635728925855e-02
1.000000000000000000e+00,7.270311838125269321e-02
1.100000000000000089e+00,7.991554278591810057e-02
1.200000000000000178e+00,1.258997190488820861e-01
1.300000000000000044e+00,1.260068531323895458e-01
1.400000000000000133e+00,7.150429381778231064e-02
1.500000000000000000e+00,3.601149811171378001e-02
1.600000000000000089e+00,1.133705840661284291e-02
1.700000000000000178e+00,6.984739784063155599e-02
1.800000000000000044e+00,2.043434257392689676e-02
1.900000000000000133e+00,1.387401442183949507e-01
2.000000000000000000e+00,1.110886909724489169e-01
2.100000000000000089e+00,7.573397911577137154e-02
2.200000000000000178e+00,1.006382412052678199e-01
2.300000000000000266e+00,7.564465000984124665e-02
2.400000000000000355e+00,4.809379875843657060e-02
2.500000000000000000e+00,9.411943834908470530e-02
2.600000000000000089e+00,1.262448389981466190e-01
2.700000000000000178e+00,7.826228705882812275e-02
2.800000000000000266e+00,7.396515208870718672e-02
2.900000000000000355e+00,9.605067296280572764e-02
3.000000000000000000e+00,1.389542310470881781e-01
3.100000000000000089e+00,1.431106147047936372e-01
3.200000000000000178e+00,5.858749099767629476e-02
3.300000000000000266e+00,6.085652114080117997e-02
3.400000000000000355e+00,9.971457419305100600e-02
3.500000000000000000e+00,4.206775649515069604e-02
3.600000000000000089e+00,7.167103812449528155e-02
3.700000000000000178e+00,1.055240063411330004e-01
3.800000000000000266e+00,9.672157701268462027e-02
3.900000000000000355e+00,6.734998114810160363e-02
4.000000000000000000e+00,3.085147160109627529e-02
4.100000000000000533e+00,8.918616034893553368e-02
4.200000000000000178e+00,2.398118031777029049e-02
4.299999999999999822e+00,1.400393031954726974e-01
4.400000000000000355e+00,1.564690064906694433e-01
4.500000000000000000e+00,6.307960974157872380e-02
4.600000000000000533e+00,9.803094923686807294e-02
4.700000000000000178e+00,2.035130875980879495e-01
4.800000000000000711e+00,2.062624239218666111e-01
4.900000000000000355e+00,7.543687430447562625e-02
5.000000000000000000e+00,1.195959817664594416e-01
5.100000000000000533e+00,1.053552758179065046e-01
5.200000000000000178e+00,1.296380301640306099e-01
5.300000000000000711e+00,1.684045929100429217e-01
5.400000000000000355e+00,1.937442126722911107e-01
5.500000000000000000e+00,1.772248603858037896e-01
5.600000000000000533e+00,1.246564008878067453e-01
5.700000000000000178e+00,9.320043938990955901e-02
5.800000000000000711e+00,2.917791161676542080e-02
5.900000000000000355e+00,7.414343547383178690e-02
6.000000000000000000e+00,4.664505139977577486e-02
6.100000000000000533e+00,4.507553836958787252e-02
6.200000000000000178e+00,1.957863840724264823e-02
6.300000000000000711e+00,6.648286369293698872e-02
6.400000000000000355e+00,7.951387885552242685e-02
6.500000000000000000e+00,7.975805098981345043e-02
6.600000000000000533e+00,3.702193300825131622e-02
6.700000000000000178e+00,1.024062086106672376e-01
6.800000000000000711e+00,1.408797401490732848e-01
6.900000000000000355e+00,1.904056041347229888e-01
7.000000000000000000e+00,9.882049416032698264e-02
7.100000000000000533e+00,1.502705907437467889e-02
7.200000000000000178e+00,2.443469938579092074e-02
