frequency_hz,amplitude
0.000000000000000000e+00,2.425863143951199896e-02
1.000000000000000056e-01,3.925091184514237219e-02
2.000000000000000111e-01,5.765056836144116098e-02
3.000000000000000444e-01,8.112018851527372232e-02
4.000000000000000222e-01,5.855159327151477494e-02
5.000000000000000000e-01,5.472526942404661032e-02
6.000000000000000888e-01,4.413251665648760397e-02
7.000000000000000666e-01,5.730641120909461816e-02
8.000000000000000444e-01,8.943144760003327032e-02
9.000000000000000222e-01,6.117555259394770462e-02
1.000000000000000000e+00,8.966640713272290564e-02
1.100000000000000089e+00,9.883789907185301649e-02
1.200000000000000178e+00,1.265727736868675346e-01
1.300000000000000044e+00,2.209580243027516600e-01
1.400000000000000133e+00,1.793871400404690453e-01
1.500000000000000000e+00,1.015641542731791636e-01
1.600000000000000089e+00,1.125790510046322523e-01
1.700000000000000178e+00,1.133910438106328633e-01
1.800000000000000044e+00,7.837085736408069825e-02
1.900000000000000133e+00,3.540991444543029054e-02
2.000000000000000000e+00,5.309149953993214099e-02
2.100000000000000089e+00,1.574843263711811492e-01
2.200000000000000178e+00,1.272130642231958098e-01
2.300000000000000266e+00,1.706796335758500316e-01
2.400000000000000355e+00,1.234569282454846678e-01
2.500000000000000000e+00,4.491826257642986264e-02
2.600000000000000089e+00,7.542603516997001267e-02
2.700000000000000178e+00,2.274037771421753146e-02
2.800000000000000266e+00,1.584298779004294500e-01
2.900000000000000355e+00,2.842666527721203207e-01
3.000000000000000000e+00,1.828344821432990319e-01
3.100000000000000089e+00,1.086560428238939925e-02
3.200000000000000178e+00,3.791012654851803193e-02
3.300000000000000266e+00,1.358028048157154111e-01
3.400000000000000355e+00,9.296099935632673450e-02
3.500000000000000000e+00,1.199675785714334197e-01
3.600000000000000089e+00,2.231577840540511781e-01
3.700000000000000178e+00,2.318635158338497038e-01
3.800000000000000266e+00,2.557058816000457591e-01
3.900000000000000355e+00,2.149437371001931552e-01
4.000000000000000000e+00,7.144183105415403967e-02
4.100000000000000533e+00,1.215497363607352388e-01
4.200000000000000178e+00,1.160448972609879892e-01
4.299999999999999822e+00,1.473808309204417966e-01
4.400000000000000355e+00,2.421734028141280248e-01
4.500000000000000000e+00,2.170527269311108287e-01
4.600000000000000533e+00,1.274427243303408730e-01
4.700000000000000178e+00,4.335682641612510768e-02
4.800000000000000711e+00,5.428012070056716792e-02
4.900000000000000355e+00,5.863972827530009729e-02
5.000000000000000000e+00,6.611024637607096355e-02
5.100000000000000533e+00,3.596144792745190749e-02
5.200000000000000178e+00,5.081801399909058325e-02
5.300000000000000711e+00,1.074504284711040730e-01
5.400000000000000355e+00,1.161543410266984711e-01
5.500000000000000000e+00,1.668925097509219857e-01
5.600000000000000533e+00,1.768796087709696707e-01
5.700000000000000178e+00,1.172102080683074532e-01
5.800000000000000711e+00,8.853430692295408133e-02
