frequency_hz,amplitude
0.000000000000000000e+00,1.015873972830016667e-03
1.000000000000000056e-01,7.323817048300340637e-02
2.000000000000000111e-01,3.643257106893778990e-02
3.000000000000000444e-01,3.823791904077556564e-02
4.000000000000000222e-01,5.427102425063819180e-02
5.000000000000000000e-01,3.760966254982611029e-02
6.000000000000000888e-01,3.484541545312025423e-02
7.000000000000000666e-01,4.337635510154555507e-02
8.000000000000000444e-01,1.901200525034599242e-02
9.000000000000000222e-01,5.416296766050352623e-02
1.000000000000000000e+00,1.036080075578755394e-01
1.100000000000000089e+00,1.679415192325871553e-01
1.200000000000000178e+00,6.829767703435897508e-02
1.300000000000000044e+00,1.710667550793562586e-01
1.400000000000000133e+00,2.052844373837729441e-01
1.500000000000000000e+00,9.400039873596997830e-02
1.600000000000000089e+00,3.204099596280177153e-02
1.700000000000000178e+00,7.912766257915214430e-02
1.800000000000000044e+00,2.264474467602876559e-02
1.900000000000000133e+00,1.497484407195779493e-02
2.000000000000000000e+00,6.545413557691115436e-02
2.100000000000000089e+00,1.164740470415125823e-01
2.200000000000000178e+00,1.053654634466387047e-01
2.300000000000000266e+00,8.420201284706943512e-02
2.400000000000000355e+00,3.640605749285140413e-02
2.500000000000000000e+00,7.350567733684700011e-02
2.600000000000000089e+00,1.585550949730886172e-01
2.700000000000000178e+00,7.717961465135945998e-02
2.800000000000000266e+00,8.075605526899246045e-02
2.900000000000000355e+00,7.873008220952514014e-02
3.000000000000000000e+00,9.398063578170061383e-02
3.100000000000000089e+00,1.155920916239144836e-01
3.200000000000000178e+00,7.935975228040652307e-02
3.300000000000000266e+00,1.040079109936731805e-01
3.400000000000000355e+00,2.182100904283464371e-01
3.500000000000000000e+00,2.187017470055856727e-01
3.600000000000000089e+00,1.402894921230498637e-01
3.700000000000000178e+00,7.999495998034467092e-02
3.800000000000000266e+00,9.259845811543183924e-02
3.900000000000000355e+00,9.457632189882732299e-02
4.000000000000000000e+00,5.787201599259662876e-02
4.100000000000000533e+00,5.745328282631863293e-02
4.200000000000000178e+00,1.732700019975588479e-01
4.299999999999999822e+00,2.122037615736673266e-01
4.400000000000000355e+00,1.638099737956055513e-01
4.500000000000000000e+00,1.199548113409557998e-01
4.600000000000000533e+00,1.075044438651008710e-01
4.700000000000000178e+00,4.966164249129465663e-02
4.800000000000000711e+00,8.870904100541734949e-02
4.900000000000000355e+00,9.016004644150817093e-02
5.000000000000000000e+00,1.220351007532557291e-02
5.100000000000000533e+00,3.623067000266252252e-02
5.200000000000000178e+00,3.766709931589130173e-02
5.300000000000000711e+00,1.638075761850304179e-01
5.400000000000000355e+00,1.736441667186584825e-01
5.500000000000000000e+00,1.053055418546291616e-01
5.600000000000000533e+00,5.464036437814051572e-02
5.700000000000000178e+00,7.547823835415548577e-02
5.800000000000000711e+00,1.423955807310225974e-01
5.900000000000000355e+00,1.826011176026369476e-01
6.000000000000000000e+00,1.301078986657006609e-01
6.100000000000000533e+00,5.345800861829982931e-02
6.200000000000000178e+00,6.501731995503365336e-02
6.300000000000000711e+00,1.552598381071989067e-02
6.400000000000000355e+00,8.209461570898278493e-02
6.500000000000000000e+00,1.369343224222373534e-01
6.600000000000000533e+00,1.463853612880058608e-01
6.700000000000000178e+00,1.293251732536667697e-01
6.800000000000000711e+00,1.099631165481855799e-01
6.900000000000000355e+00,7.036240529860177118e-02
7.000000000000000000e+00,1.128705164423455254e-01
7.100000000000000533e+00,1.533230641219902601e-01
7.200000000000000178e+00,1.400675230073448740e-01
7.300000000000000711e+00,6.382682468145424448e-02
7.400000000000000355e+00,3.020487248856239260e-02
7.500000000000000000e+00,9.340670312129745190e-02
7.600000000000000533e+00,6.737300152041883483e-02
7.700000000000000178e+00,1.282804581586267922e-01
7.800000000000000711e+00,1.106226273172772057e-01
7.900000000000000355e+00,7.878853945923665336e-02
8.000000000000000000e+00,1.462924180555884579e-01
8.099999999999999645e+00,1.211237391830979337e-01
8.200000000000001066e+00,9.546851151502079580e-02
8.300000000000000711e+00,1.681876448826488124e-01
8.400000000000000355e+00,2.096335250578655329e-01
8.500000000000000000e+00,1.304097335635874821e-01
8.599999999999999645e+00,3.485046871867310964e-02
8.700000000000001066e+00,2.875648365852772129e-02
8.800000000000000711e+00,5.270796321850227534e-02
8.900000000000000355e+00,8.663531756057964162e-02
9.000000000000000000e+00,5.905141751474625444e-02
9.099999999999999645e+00,7.896184155823236794e-02
9.200000000000001066e+00,2.304248067658105567e-02
9.300000000000000711e+00,9.888625675731900835e-03
9.400000000000000355e+00,3.621666264227763748e-02
9.500000000000000000e+00,2.574199653031760890e-02
9.600000000000001421e+00,4.950102957563436157e-02
9.700000000000001066e+00,5.895586202409226068e-02
9.800000000000000711e+00,1.058752925387246718e-01
9.900000000000000355e+00,1.143840388867251173e-01
1.000000000000000000e+01,7.718037949640622897e-02
1.010000000000000142e+01,8.208516866688775337e-03
1.020000000000000107e+01,1.088810693635619831e-01
1.030000000000000071e+01,1.564105660349539018e-01
1.040000000000000036e+01,7.100614845128087882e-02
1.050000000000000000e+01,7.481662365821561966e-02
1.060000000000000142e+01,1.192984669480037507e-01
1.070000000000000107e+01,1.081186206409612133e-01
1.080000000000000071e+01,1.093461842673015133e-01
1.090000000000000036e+01,1.215232783790251569e-01
1.100000000000000000e+01,1.296980850844963173e-01
1.110000000000000142e+01,1.345141794903861321e-01
1.120000000000000107e+01,1.223525219286527854e-01
1.130000000000000071e+01,1.410333845393064722e-01
1.140000000000000036e+01,1.242780555009434101e-01
1.150000000000000000e+01,1.036180201677792678e-01
1.160000000000000142e+01,8.921004350323448462e-02
1.170000000000000107e+01,1.250772801122772837e-01
1.180000000000000071e+01,9.024963183392187283e-02
1.190000000000000036e+01,1.738828192651787133e-02
1.200000000000000000e+01,6.189953184846008760e-02
1.210000000000000142e+01,1.324894402037961327e-01
1.220000000000000107e+01,8.276326917198503774e-02
1.230000000000000071e+01,1.358937060202113356e-01
