frequency_hz,amplitude
0.000000000000000000e+00,5.878786966878003090e-02
1.000000000000000056e-01,1.518947986134300265e-01
2.000000000000000111e-01,1.115937349493893033e-01
3.000000000000000444e-01,7.275252076710951588e-02
4.000000000000000222e-01,1.019405773316119507e-01
5.000000000000000000e-01,1.852607554950540247e-01
6.000000000000000888e-01,2.364938546211136638e-01
7.000000000000000666e-01,1.987724147785062401e-01
8.000000000000000444e-01,9.288953551943258946e-02
9.000000000000000222e-01,8.358077819324870317e-02
1.000000000000000000e+00,6.036441777248958279e-02
1.100000000000000089e+00,1.222798537371614230e-01
1.200000000000000178e+00,1.270405590965483222e-01
1.300000000000000044e+00,1.380191464247401967e-01
1.400000000000000133e+00,1.426052927447258312e-01
1.500000000000000000e+00,1.111462187342954627e-01
1.600000000000000089e+00,1.063010971823164508e-01
1.700000000000000178e+00,1.092052783316223713e-01
1.800000000000000044e+00,7.625007056801126615e-02
1.900000000000000133e+00,7.005408764966090940e-02
2.000000000000000000e+00,6.546410673107468103e-02
2.100000000000000089e+00,2.143639736071759234e-03
2.200000000000000178e+00,4.789064942217247101e-02
2.300000000000000266e+00,8.379817760110469527e-02
2.400000000000000355e+00,9.024331546251150582e-02
2.500000000000000000e+00,9.293066172538334835e-02
2.600000000000000089e+00,1.201771286424605373e-01
2.700000000000000178e+00,1.127475051611347701e-01
2.800000000000000266e+00,9.702434697665503205e-02
2.900000000000000355e+00,2.088262256972818198e-01
3.000000000000000000e+00,1.377684616701317644e-01
3.100000000000000089e+00,6.980858894313962670e-02
3.200000000000000178e+00,1.280251504625719294e-01
3.300000000000000266e+00,9.675974236816065055e-02
3.400000000000000355e+00,1.730953790364474221e-02
3.500000000000000000e+00,5.770829076494214671e-02
3.600000000000000089e+00,1.454194833079031253e-02
3.700000000000000178e+00,3.410161993612020881e-02
3.800000000000000266e+00,9.198166711381525196e-02
3.900000000000000355e+00,5.592431668022165153e-02
4.000000000000000000e+00,1.155974293348083215e-01
4.100000000000000533e+00,1.523852811068761026e-01
4.200000000000000178e+00,2.050493003515223567e-01
4.299999999999999822e+00,2.410794699819895914e-01
4.400000000000000355e+00,2.446546419504174452e-01
4.500000000000000000e+00,1.715675438861143931e-01
4.600000000000000533e+00,4.749370389329333336e-02
4.700000000000000178e+00,3.745041595190613110e-02
4.800000000000000711e+00,2.899458040912141280e-02
4.900000000000000355e+00,3.753079732534690682e-02
5.000000000000000000e+00,7.597006472878571615e-02
5.100000000000000533e+00,7.759964745908835837e-02
5.200000000000000178e+00,1.280771118941694334e-02
5.300000000000000711e+00,9.253612953723873435e-02
5.400000000000000355e+00,5.463516800097686227e-02
5.500000000000000000e+00,6.360922120282092029e-02
5.600000000000000533e+00,1.309232751101707115e-01
5.700000000000000178e+00,1.702651206731403688e-01
5.800000000000000711e+00,1.577853241546108287e-01
5.900000000000000355e+00,6.810441183664257825e-02
6.000000000000000000e+00,1.052750700415314711e-01
6.100000000000000533e+00,1.390026557190792711e-01
6.200000000000000178e+00,2.581833863104198573e-02
6.300000000000000711e+00,5.366406520042196759e-02
6.400000000000000355e+00,1.480201380647266918e-01
6.500000000000000000e+00,6.507913788297799151e-02
6.600000000000000533e+00,1.176850175028730100e-01
6.700000000000000178e+00,1.385332802747061276e-01
6.800000000000000711e+00,1.261448594281208146e-01
6.900000000000000355e+00,6.094832403380832930e-02
7.000000000000000000e+00,2.899333608844456914e-02
7.100000000000000533e+00,8.244565204527395941e-02
7.200000000000000178e+00,1.099928110568774847e-01
7.300000000000000711e+00,1.115760708915151944e-01
7.400000000000000355e+00,1.326085496639083094e-01
7.500000000000000000e+00,1.702889855484387427e-01
7.600000000000000533e+00,1.657558084681945987e-01
7.700000000000000178e+00,6.190282058833559281e-02
7.800000000000000711e+00,3.858606872466849996e-02
7.900000000000000355e+00,4.931486578325244147e-02
8.000000000000000000e+00,6.784239791492929772e-02
8.099999999999999645e+00,4.318960955272507091e-02
8.200000000000001066e+00,1.208684154843108621e-01
8.300000000000000711e+00,1.625672120528895426e-01
8.400000000000000355e+00,1.329309779541793246e-01
8.500000000000000000e+00,6.456204289219918957e-02
8.599999999999999645e+00,4.663906769186251106e-02
8.700000000000001066e+00,5.924175854837929189e-02
8.800000000000000711e+00,4.544599040919902744e-02
8.900000000000000355e+00,5.206590152886509532e-02
9.000000000000000000e+00,1.209308083856625721e-01
9.099999999999999645e+00,1.605255357492521850e-01
9.200000000000001066e+00,1.633258241844797176e-01
9.300000000000000711e+00,1.026877054846593307e-01
9.400000000000000355e+00,6.512499239075468516e-02
9.500000000000000000e+00,3.102378623653531328e-02
9.600000000000001421e+00,9.096177376199374165e-02
9.700000000000001066e+00,1.566504956119667280e-01
9.800000000000000711e+00,1.408616107415031349e-01
9.900000000000000355e+00,8.565344702195798465e-02
1.000000000000000000e+01,6.019112744637192952e-02
1.010000000000000142e+01,1.080590373350750893e-01
1.020000000000000107e+01,9.202613862202833894e-02
1.030000000000000071e+01,1.145523924806936961e-01
1.040000000000000036e+01,1.421405228981087177e-01
1.050000000000000000e+01,1.236650805134507231e-01
1.060000000000000142e+01,3.779245093849582793e-02
1.070000000000000107e+01,9.307050777707476241e-02
1.080000000000000071e+01,8.002346723906562931e-02
1.090000000000000036e+01,9.433493598737915931e-02
1.100000000000000000e+01,1.031101589762101478e-01
1.110000000000000142e+01,7.558387198455643330e-02
1.120000000000000107e+01,5.872754586794477760e-02
1.130000000000000071e+01,3.524770028211838407e-02
1.140000000000000036e+01,2.509904378198503719e-02
1.150000000000000000e+01,5.055645670486161314e-02
1.160000000000000142e+01,5.588784451374623902e-02
1.170000000000000107e+01,3.852372783485447788e-02
1.180000000000000071e+01,1.831920015688414186e-02
1.190000000000000036e+01,6.260226572837852832e-02
1.200000000000000000e+01,5.634564632141678131e-02
