frequency_hz,amplitude
0.000000000000000000e+00,1.321026347798327262e-02
1.000000000000000056e-01,1.235760685498741712e-01
2.000000000000000111e-01,2.016294823781588086e-01
3.000000000000000444e-01,1.115248927426685938e-01
4.000000000000000222e-01,3.947290522890801318e-02
5.000000000000000000e-01,6.641812818598906432e-02
6.000000000000000888e-01,1.947381812704018222e-01
7.000000000000000666e-01,1.871524119450948265e-01
8.000000000000000444e-01,7.845813434630177774e-02
9.000000000000000222e-01,2.765152282279778953e-02
1.000000000000000000e+00,4.367151899179255899e-03
1.100000000000000089e+00,3.055265549917140708e-02
1.200000000000000178e+00,5.339434110400975014e-02
1.300000000000000044e+00,7.873994657169135214e-02
1.400000000000000133e+00,9.308612749039429923e-02
1.500000000000000000e+00,1.067575477291185099e-01
1.600000000000000089e+00,8.435745438181858902e-02
1.700000000000000178e+00,6.220226976114540118e-02
1.800000000000000044e+00,8.401528325082462112e-02
1.900000000000000133e+00,3.201438616606017140e-02
2.000000000000000000e+00,1.012439294434166609e-01
2.100000000000000089e+00,1.250308230990131719e-01
2.200000000000000178e+00,8.200243465950533828e-02
2.300000000000000266e+00,1.221034253415340665e-01
2.400000000000000355e+00,1.101527019106526145e-01
2.500000000000000000e+00,1.053994824800347646e-01
2.600000000000000089e+00,1.739431472931891876e-01
2.700000000000000178e+00,1.789621906660426032e-01
2.800000000000000266e+00,8.901613224281450243e-02
2.900000000000000355e+00,1.031614208445813807e-01
3.000000000000000000e+00,6.777689986586922510e-02
3.100000000000000089e+00,5.892205680933565448e-02
3.200000000000000178e+00,7.157357096883036618e-02
3.300000000000000266e+00,3.198032417474365452e-02
3.400000000000000355e+00,2.270898102906733149e-02
3.500000000000000000e+00,2.364278669688313350e-02
3.600000000000000089e+00,8.067147349045877824e-02
3.700000000000000178e+00,1.025724513794851189e-01
3.800000000000000266e+00,3.456933325159050607e-02
3.900000000000000355e+00,1.097769163708016936e-02
4.000000000000000000e+00,2.097552874053334668e-02
4.100000000000000533e+00,5.136214356999618813e-02
4.200000000000000178e+00,6.504214324528115321e-02
4.299999999999999822e+00,9.125144422578485015e-02
4.400000000000000355e+00,1.127395636141707846e-01
4.500000000000000000e+00,2.323552351657616824e-02
4.600000000000000533e+00,7.287588449758317100e-02
4.700000000000000178e+00,7.142833673706519559e-02
4.800000000000000711e+00,2.795175862995564336e-02
4.900000000000000355e+00,3.410966813791866531e-02
5.000000000000000000e+00,3.123609808773364707e-02
5.100000000000000533e+00,5.909879963454586771e-02
5.200000000000000178e+00,8.742357811041137627e-02
5.300000000000000711e+00,1.190958396170241629e-01
5.400000000000000355e+00,4.881247468431627184e-02
5.500000000000000000e+00,5.349109142775269193e-02
5.600000000000000533e+00,8.914043159047124743e-02
5.700000000000000178e+00,8.167321421568277118e-02
5.800000000000000711e+00,9.371468116879905219e-02
5.900000000000000355e+00,6.179036096985552479e-02
6.000000000000000000e+00,2.315172498458448885e-02
6.100000000000000533e+00,1.121123573267038820e-01
6.200000000000000178e+00,1.159310506073550073e-01
6.300000000000000711e+00,4.742844660293249470e-02
6.400000000000000355e+00,1.804824536378556166e-01
6.500000000000000000e+00,2.000590389516514189e-01
6.600000000000000533e+00,1.093562436089895729e-01
6.700000000000000178e+00,1.109420978242455919e-01
6.800000000000000711e+00,1.322989151384271755e-01
6.900000000000000355e+00,1.267787328777485178e-01
7.000000000000000000e+00,9.666052607211585157e-02
7.100000000000000533e+00,3.985499550706642774e-02
7.200000000000000178e+00,2.506076007412979395e-02
7.300000000000000711e+00,3.128991923883356341e-02
7.400000000000000355e+00,1.803272994908983878e-02
7.500000000000000000e+00,2.448965506701496209e-02
7.600000000000000533e+00,6.789222076048241628e-02
7.700000000000000178e+00,1.113977595428296552e-01
7.800000000000000711e+00,9.828512382170388750e-02
7.900000000000000355e+00,7.774855107590214476e-02
8.000000000000000000e+00,6.037507290256428905e-02
8.099999999999999645e+00,8.938679717991038221e-02
8.200000000000001066e+00,1.520341242981479712e-01
8.300000000000000711e+00,6.275035527890605869e-02
8.400000000000000355e+00,8.618974236470748965e-03
8.500000000000000000e+00,8.350910789830719161e-02
8.599999999999999645e+00,1.982159572142236093e-01
8.700000000000001066e+00,1.989619746413200385e-01
8.800000000000000711e+00,1.556422484812057805e-01
8.900000000000000355e+00,1.215126004945101118e-01
9.000000000000000000e+00,1.102346343051213845e-01
9.099999999999999645e+00,1.298188294747434357e-01
9.200000000000001066e+00,1.242737205408758761e-01
9.300000000000000711e+00,5.372453524413003945e-02
9.400000000000000355e+00,7.876887161401707749e-02
9.500000000000000000e+00,8.281388754822655018e-02
9.600000000000001421e+00,6.997857883965657999e-02
9.700000000000001066e+00,2.088857332486266163e-02
9.800000000000000711e+00,5.669586082208039057e-02
9.900000000000000355e+00,1.061084998906594162e-01
1.000000000000000000e+01,1.367233742483937864e-01
1.010000000000000142e+01,1.524596782125040850e-01
1.020000000000000107e+01,1.089501644811923381e-01
1.030000000000000071e+01,9.337335541135208250e-02
1.040000000000000036e+01,1.245175316469015331e-01
1.050000000000000000e+01,5.162640648738190535e-02
1.060000000000000142e+01,5.361355558093736096e-02
1.070000000000000107e+01,6.554292380698761855e-02
1.080000000000000071e+01,8.123278583485414595e-02
1.090000000000000036e+01,6.771653230528942857e-02
1.100000000000000000e+01,7.130322140409357801e-02
1.110000000000000142e+01,8.844359684702547686e-02
1.120000000000000107e+01,1.612056931687960992e-01
1.130000000000000071e+01,1.405242220153002097e-01
1.140000000000000036e+01,1.010481545122551422e-01
1.150000000000000000e+01,4.315422165298269525e-02
1.160000000000000142e+01,2.327451370362082772e-01
1.170000000000000107e+01,2.041288007417587369e-01
1.180000000000000071e+01,1.049102185007612931e-01
1.190000000000000036e+01,1.070670593837184104e-01
1.200000000000000000e+01,7.486276841149122618e-02
1.210000000000000142e+01,1.391347757712617372e-01
1.220000000000000107e+01,6.410609711775491770e-02
1.230000000000000071e+01,1.436660173168901634e-02
1.240000000000000036e+01,7.141237069033692930e-02
1.250000000000000000e+01,6.074609773948411867e-02
1.260000000000000142e+01,8.267777162410071268e-02
1.270000000000000107e+01,2.209097080309857242e-01
1.280000000000000071e+01,1.687932551717286345e-01
1.290000000000000036e+01,3.527712740781583506e-02
1.300000000000000000e+01,5.040697793825905937e-02
1.310000000000000142e+01,8.376288049470194397e-03
1.320000000000000107e+01,5.042976145421511347e-02
