frequency_hz,amplitude
0.000000000000000000e+00,1.111113726702632303e-02
1.000000000000000056e-01,3.813872725735519692e-02
2.000000000000000111e-01,5.897474947507908016e-02
3.000000000000000444e-01,4.867981850956897005e-02
4.000000000000000222e-01,4.745436325086285594e-03
5.000000000000000000e-01,7.415684373018915920e-02
6.000000000000000888e-01,1.673732202403430125e-01
7.000000000000000666e-01,2.228975165562353811e-01
8.000000000000000444e-01,2.024172055860825326e-01
9.000000000000000222e-01,1.852652125888586687e-01
1.000000000000000000e+00,1.166943043238163891e-01
1.100000000000000089e+00,4.004283150641144151e-02
1.200000000000000178e+00,6.579945828669137020e-02
1.300000000000000044e+00,9.907835030752770722e-02
1.400000000000000133e+00,1.094090530373863224e-01
1.500000000000000000e+00,8.969993913601069513e-02
1.600000000000000089e+00,9.625265063258844900e-02
1.700000000000000178e+00,8.933129927233564305e-02
1.800000000000000044e+00,8.801868975325072286e-02
1.900000000000000133e+00,7.612186718716053291e-02
2.000000000000000000e+00,7.244558599586985170e-02
2.100000000000000089e+00,1.703168637135675512e-01
2.200000000000000178e+00,2.248439624739032305e-01
2.300000000000000266e+00,1.755764992069446251e-01
2.400000000000000355e+00,1.651695030844452239e-01
2.500000000000000000e+00,1.070156185957797934e-01
2.600000000000000089e+00,6.032524986680558310e-02
2.700000000000000178e+00,4.219563771573879574e-02
2.800000000000000266e+00,5.851234999354135158e-02
2.900000000000000355e+00,9.514806724373071900e-02
3.000000000000000000e+00,9.431390201342296220e-02
3.100000000000000089e+00,7.583575891772587063e-02
3.200000000000000178e+00,1.436789401540114648e-02
3.300000000000000266e+00,1.574820588108810093e-01
3.400000000000000355e+00,1.867627529629591610e-01
3.500000000000000000e+00,9.710233567386272746e-02
3.600000000000000089e+00,7.676620276325051007e-02
3.700000000000000178e+00,7.652782303294639044e-02
3.800000000000000266e+00,4.783028611236574135e-02
3.900000000000000355e+00,1.374759277906821842e-01
4.000000000000000000e+00,1.331426146620206807e-01
4.100000000000000533e+00,1.206896470347605388e-01
4.200000000000000178e+00,1.210186646332838123e-01
4.299999999999999822e+00,9.951988278833912016e-02
4.400000000000000355e+00,1.556748649594855705e-01
4.500000000000000000e+00,2.246560564854718778e-01
4.600000000000000533e+00,2.378646981882466538e-01
4.700000000000000178e+00,1.452797466993655251e-01
4.800000000000000711e+00,7.274613927802485447e-02
4.900000000000000355e+00,9.181585020698991573e-02
5.000000000000000000e+00,3.342388326140402488e-02
5.100000000000000533e+00,8.936393879659883244e-02
5.200000000000000178e+00,5.183993354179354529e-02
5.300000000000000711e+00,7.072308331545892890e-02
5.400000000000000355e+00,1.001339442078586217e-01
5.500000000000000000e+00,1.052017268179275961e-01
5.600000000000000533e+00,1.124989763131460097e-01
5.700000000000000178e+00,2.284859557421263856e-02
5.800000000000000711e+00,6.869867060398711367e-02
5.900000000000000355e+00,5.935649335679570038e-02
6.000000000000000000e+00,1.496106589246614695e-02
6.100000000000000533e+00,3.202822971667176888e-02
6.200000000000000178e+00,2.690713150143610177e-02
6.300000000000000711e+00,7.145270152394364582e-02
6.400000000000000355e+00,8.057988853734439350e-02
6.500000000000000000e+00,2.626521270445537556e-02
6.600000000000000533e+00,1.280034563006282877e-01
6.700000000000000178e+00,9.678231712398456532e-02
6.800000000000000711e+00,1.363492671564036918e-01
6.900000000000000355e+00,1.657692213974712170e-01
7.000000000000000000e+00,8.189416701999902015e-02
7.100000000000000533e+00,9.718935583706603612e-03
7.200000000000000178e+00,6.395255480578687646e-02
7.300000000000000711e+00,1.210485760758257812e-01
7.400000000000000355e+00,1.064577544058221414e-01
7.500000000000000000e+00,1.999549657075801873e-02
7.600000000000000533e+00,1.030553924029142532e-01
7.700000000000000178e+00,1.052727103921007601e-01
7.800000000000000711e+00,1.034296761888297278e-01
7.900000000000000355e+00,1.277175521897372934e-01
8.000000000000000000e+00,1.077974192405730114e-01
8.099999999999999645e+00,1.366496175257740642e-01
8.200000000000001066e+00,1.655849805352012094e-01
8.300000000000000711e+00,1.271177294252396894e-01
8.400000000000000355e+00,5.045375221655033771e-02
8.500000000000000000e+00,1.198247098708535713e-01
8.599999999999999645e+00,1.371270011967736235e-01
8.700000000000001066e+00,5.747213320135484416e-02
8.800000000000000711e+00,5.892449874542943222e-02
8.900000000000000355e+00,5.340643445306357540e-02
9.000000000000000000e+00,2.523139854897135659e-02
9.099999999999999645e+00,1.206743061492143027e-01
9.200000000000001066e+00,1.592903208617319488e-01
9.300000000000000711e+00,8.160647755519585822e-02
9.400000000000000355e+00,4.528548747644822042e-02
9.500000000000000000e+00,7.317444073298254303e-02
9.600000000000001421e+00,8.159198093299159515e-02
9.700000000000001066e+00,1.070587667228604656e-01
9.800000000000000711e+00,4.820174939024451238e-02
9.900000000000000355e+00,1.701982128804175043e-01
1.000000000000000000e+01,8.410146879227453631e-02
1.010000000000000142e+01,1.444933530121068344e-01
1.020000000000000107e+01,7.646695856738178199e-02
1.030000000000000071e+01,4.164827747760804083e-02
1.040000000000000036e+01,3.707730516096826440e-02
1.050000000000000000e+01,7.681898306923103104e-02
1.060000000000000142e+01,5.399280584406913885e-02
1.070000000000000107e+01,4.311769697014104785e-02
1.080000000000000071e+01,6.716856071903655467e-02
1.090000000000000036e+01,1.167108057468624477e-01
1.100000000000000000e+01,1.524804976337424955e-01
1.110000000000000142e+01,1.144528938519608491e-01
1.120000000000000107e+01,1.181204432970489604e-01
1.130000000000000071e+01,1.487920897331508063e-01
1.140000000000000036e+01,2.504633348199265114e-02
1.150000000000000000e+01,7.867537995326850941e-02
1.160000000000000142e+01,7.835750477088328225e-02
1.170000000000000107e+01,7.074738926237661429e-02
1.180000000000000071e+01,9.107365253992742715e-02
1.190000000000000036e+01,5.956620536205811667e-02
1.200000000000000000e+01,4.990405797886333927e-02
1.210000000000000142e+01,1.083123987986170655e-01
1.220000000000000107e+01,5.608825212523491782e-02
1.230000000000000071e+01,5.257578022164729331e-02
1.240000000000000036e+01,1.917933431288235471e-02
1.250000000000000000e+01,1.070836816855992996e-01
1.260000000000000142e+01,1.851372616213260158e-01
1.270000000000000107e+01,1.844144495127349181e-01
1.280000000000000071e+01,7.913425084170611079e-02
1.290000000000000036e+01,1.520620160557116241e-01
1.300000000000000000e+01,1.516583743660070427e-01
1.310000000000000142e+01,1.886676108649471550e-01
1.320000000000000107e+01,1.996455212654467681e-01
1.330000000000000071e+01,1.439491730675702130e-01
1.340000000000000036e+01,1.673187087329040812e-01
1.350000000000000000e+01,8.326531237044036693e-02
1.360000000000000142e+01,1.055802884271600794e-01
1.370000000000000107e+01,1.538016472787829547e-01
1.380000000000000071e+01,1.147478595117568112e-01
1.390000000000000036e+01,4.307232183508596934e-02
1.400000000000000000e+01,5.099649559177851788e-02
1.410000000000000142e+01,1.224854913701531184e-01
1.420000000000000107e+01,1.502148130633009782e-01
1.430000000000000071e+01,2.392074005092955161e-02
1.440000000000000036e+01,9.622062917709825469e-02
1.450000000000000000e+01,4.420141586475355433e-02
1.460000000000000142e+01,6.554682788685246841e-02
1.470000000000000107e+01,1.343130193510919390e-01
1.480000000000000071e+01,1.166681820518638973e-01
1.490000000000000036e+01,9.029906663258667476e-02
1.500000000000000000e+01,5.646195759110452655e-02
1.510000000000000142e+01,1.289910756066524611e-01
1.520000000000000107e+01,3.332659579598429983e-02
1.530000000000000071e+01,5.623915505526026065e-02
1.540000000000000036e+01,4.213410490704074668e-02
1.550000000000000000e+01,1.340424033367781376e-01
1.560000000000000142e+01,1.273783402981238100e-01
1.570000000000000107e+01,1.006312581986362475e-01
1.580000000000000071e+01,1.293616919697998524e-01
1.590000000000000036e+01,8.375018795380996528e-02
1.600000000000000000e+01,8.304712547301026926e-02
1.610000000000000142e+01,4.484410802062138712e-02
1.619999999999999929e+01,8.286362989808124246e-02
1.630000000000000071e+01,8.014293890720942948e-02
1.640000000000000213e+01,8.989466422254675793e-02
1.650000000000000000e+01,6.549901409721374523e-02
1.660000000000000142e+01,4.271938371221761094e-02
1.669999999999999929e+01,4.251789389432721056e-02
1.680000000000000071e+01,4.356488399519085203e-02
1.690000000000000213e+01,1.900687357173807754e-02
1.700000000000000000e+01,4.403215369145811048e-02
1.710000000000000142e+01,7.635799514172607327e-02
1.719999999999999929e+01,7.557980955380000365e-02
1.730000000000000071e+01,1.216400310967634818e-01
1.740000000000000213e+01,1.765922685253984159e-01
1.750000000000000000e+01,1.304574639580553808e-01
1.760000000000000142e+01,3.453935640424701109e-02
1.769999999999999929e+01,3.005182533052291882e-02
1.780000000000000071e+01,1.173708934429166240e-01
1.790000000000000213e+01,1.443089644994136334e-01
1.800000000000000000e+01,2.489617713836852694e-02
1.810000000000000142e+01,1.086875338774936500e-01
1.819999999999999929e+01,1.726671518095542479e-01
