frequency_hz,amplitude
0.000000000000000000e+00,1.401222465940752358e-02
1.000000000000000056e-01,7.130961687623192657e-02
2.000000000000000111e-01,1.056646198780232665e-01
3.000000000000000444e-01,1.278672973408662983e-01
4.000000000000000222e-01,7.186230814015377721e-02
5.000000000000000000e-01,2.476554613634293286e-02
6.000000000000000888e-01,1.732075388299538984e-02
7.000000000000000666e-01,9.108989264457137414e-02
8.000000000000000444e-01,1.290543020719124856e-01
9.000000000000000222e-01,7.363438614651456049e-02
1.000000000000000000e+00,4.268201489214430711e-02
1.100000000000000089e+00,8.891907809152899134e-02
1.200000000000000178e+00,1.723680199034797189e-01
1.300000000000000044e+00,1.518784239458239038e-01
1.400000000000000133e+00,4.981235818520856479e-02
1.500000000000000000e+00,8.874578377645780947e-02
1.600000000000000089e+00,8.433761197157869927e-02
1.700000000000000178e+00,6.910266376770049512e-02
1.800000000000000044e+00,2.288322043764351096e-02
1.900000000000000133e+00,1.099761579140774020e-01
2.000000000000000000e+00,1.824356443617412282e-01
2.100000000000000089e+00,1.847209982265035078e-01
2.200000000000000178e+00,7.909445286245413154e-02
2.300000000000000266e+00,5.845421079656337032e-02
2.400000000000000355e+00,9.887760656478673804e-02
2.500000000000000000e+00,1.175583557962961712e-01
2.600000000000000089e+00,1.202331684526817546e-01
2.700000000000000178e+00,1.431055740070252547e-01
2.800000000000000266e+00,3.544653686409568460e-02
2.900000000000000355e+00,1.987436881484161699e-01
3.000000000000000000e+00,1.745946647748566338e-01
3.100000000000000089e+00,6.631914441762881696e-02
3.200000000000000178e+00,7.985355733284958679e-02
3.300000000000000266e+00,7.376845389168631972e-02
3.400000000000000355e+00,6.000948502238221544e-02
3.500000000000000000e+00,9.355481619396036064e-02
3.600000000000000089e+00,8.820322051684283127e-02
3.700000000000000178e+00,5.263789199002538027e-02
3.800000000000000266e+00,9.445415259495448801e-02
3.900000000000000355e+00,6.854880212842187626e-02
4.000000000000000000e+00,1.062882413041979501e-01
4.100000000000000533e+00,6.789267597259560083e-02
4.200000000000000178e+00,1.748183586989083063e-02
4.299999999999999822e+00,3.585510029895885159e-02
4.400000000000000355e+00,9.289354705749544583e-02
4.500000000000000000e+00,1.390294609251847002e-01
4.600000000000000533e+00,1.913763333064377736e-01
4.700000000000000178e+00,1.378029018965019337e-01
4.800000000000000711e+00,5.462388716245822340e-02
4.900000000000000355e+00,9.229211321694071046e-02
5.000000000000000000e+00,1.143225285255390911e-01
5.100000000000000533e+00,4.745457239375368980e-02
5.200000000000000178e+00,1.115544406738419869e-01
5.300000000000000711e+00,8.511364750051983452e-02
5.400000000000000355e+00,1.730881205724530414e-01
5.500000000000000000e+00,1.965110083822287634e-01
5.600000000000000533e+00,7.867211688702352435e-02
5.700000000000000178e+00,1.653276496421041963e-01
5.800000000000000711e+00,1.714719914770631848e-01
5.900000000000000355e+00,1.473278017691530550e-01
6.000000000000000000e+00,1.418885620132816217e-01
6.100000000000000533e+00,1.531848687896196770e-01
6.200000000000000178e+00,1.855142524542248705e-01
6.300000000000000711e+00,6.832646073134138187e-02
6.400000000000000355e+00,7.788248053468517507e-02
6.500000000000000000e+00,1.724446421891714931e-01
6.600000000000000533e+00,1.931864188354549539e-01
6.700000000000000178e+00,1.458057918576068368e-01
6.800000000000000711e+00,9.559685897592654080e-02
6.900000000000000355e+00,4.068440903729435287e-02
7.000000000000000000e+00,4.359791776009602771e-02
7.100000000000000533e+00,8.647238015035406400e-02
7.200000000000000178e+00,1.022617463218879336e-01
7.300000000000000711e+00,1.115477054775081550e-01
7.400000000000000355e+00,8.532477964467292952e-02
7.500000000000000000e+00,7.012949932283449317e-02
7.600000000000000533e+00,1.054324488179584907e-01
7.700000000000000178e+00,6.704858877482340607e-02
7.800000000000000711e+00,4.211497835011280416e-02
7.900000000000000355e+00,1.246635440224089231e-01
8.000000000000000000e+00,1.523144726452052844e-01
8.099999999999999645e+00,1.760972764249208733e-01
8.200000000000001066e+00,1.671683906782885920e-01
8.300000000000000711e+00,4.872682535496868084e-02
8.400000000000000355e+00,8.274506765824508892e-02
8.500000000000000000e+00,7.232994866517843124e-02
8.599999999999999645e+00,6.384137654236830828e-02
8.700000000000001066e+00,1.499742512126153726e-01
8.800000000000000711e+00,1.008780272468597361e-01
8.900000000000000355e+00,9.409376160556535973e-02
